Key,japanese
FAXTip,"送信先 衛生管理部門\n統合本部長\n送信元 ラクーン特研部 災害対策委員会\n\nこのメモランダムは、関係者以外の者が閲覧することを厳禁する。\n\nまた本書類の内容が了解されしだい破棄されなければならない。\n\n今回の｢T-ウィルス｣流出の件について、当委員会が実地調査を試みたところ被害の概算は当初の報告をはるかに上回るものであると推定される。\n\n第一に、\n実数についての正確なデータを得ることは現状では非常に困難では有るが、研究員の半数以上は｢T-ウィルス｣も被爆した時点で死亡しているとみられる。\nまた、生存者のほとんど全ては｢T-ウィルス｣感染者特有の症状が重度に現れており、死亡者数はさらに増加するものと思われる。\n\n第二に問題となるのは、\nセキュリティーシステムがかろうじて作動しているものの、特務警備隊もほぼ全滅の状況であり、我が社の最高機密に属する研究事項が無防備のまま外部にさらされていることである。\n特にこの点は一刻の猶予もなく対策を講じられたい。\n\nそして第三の問題として、\nこれは第二の問題と重複する点もあるが、実験体の多くがその制御を失って暴走している状況である。\n\n実は、我々が見たところ、研究員のうち実験体に殺害されたと思われる死者が決して少なくないのである。\nその死体は惨殺されたというにふさわしいものであり、奇しくも我々の研究の成功を裏付けるものであるが、このままでは報道機関に憂慮すべき材料を提供してしまう可能性も極めて高い。\n総じて事態はきわめて深刻である。\nこれらの事態をかんがみるに、中途半端な｢T-ウィルス｣の隠蔽は全く不可能と言わざるを得ない。\n望むべきは根本的で早急な解決策であると我々は考える。\n\n特にラクーンにおける、州警察やS.T.A.R.S.の介入は迅速なものと思われる。\nこの方面においても何らかの手を打つべきだろう。"
"SecurityProtocols",警備システム資料
SecurityProtocolsTip_title,警備システム資料
SecurityProtocolsTip,"B2F\n\n映像資料室/映像資料室を特研部管轄の下に設置。\n利用に関する裁量権は、キース・アーヴィング室長に委任するものと定める。\n\n\nB3F\n\n監禁室/牢屋の使用は衛生管理部門がこれを管理する。\nウィルスを実験体に投与する場合は、顧問研究員(Ｅ･スミス、Ｓ･ロス、Ａ･ウェスカー)の同行を必須とする。\n\n\n3重ロックのドア/全てのパスコード書類を提示しない者の入室を禁ずる。\nパスコード書類は、各ブロックの研究主任が専用の出力装置によって作成したもの以外を認めない。\n\n動力室/本社派遣の監督官以外の者の入室を禁ずる。\nなお、顧問研究員が特別な指示を受けた時はこの限りではない。\n\nパスコード出力装置/研究主任以外の者が、パスコード出力装置を扱うことを禁ずる。\n\n\nB4\n\nｔ-ウィルス投与による｢タイラント｣経過報告について・・・\n(以下判読不能)"
TrainingInformation,[4FC3F7]研修情報[-]
TrainingInformationTip_title,[4FC3F7]研修情報[-]
TrainingInformationTip,"トレーニング特典 - さらに詳しい詳細:\n\n化学の専門家:\n優れた火薬効率でより多くの弾薬を作成できます。 また、リソースを失わずに不要な弾薬を解体することもできます。\n\nパッシブヒーリング:\n体力が完全でない限り、1 時間あたり 900 の体力を回復します。 長時間のプレイには最適ですが、スピードランニングには不向きです。\n\n医学知識:\n医療治癒量が 35% 増加すると、戦闘中の治癒だけでなく、治癒力の供給を最大化するのにも最適です。 パッシブヒーリングよりもスピードランニングに適しています。\n\nナイフトレーニング:\nナイフの使用能力が大幅に向上し、より多くの弾薬を節約し、より速く殺すことができ、すぐに疲れることはありません。\n\n有酸素運動:\nより速く、より長く走ることができるので、後ろから攻撃を受けることなく、速い敵から逃げることができます。\n\n痛みに対する耐性:\nあなたは他の人よりも回復力があり、怪我に負ける前に、より多くの攻撃に耐えることができます。"
Achievements,[4FC3F7]業績[-]
AchievementsTip_title,[4FC3F7]業績[-]
AchievementsTip,"追加の挑戦を探している場合は、以下に目指すことができる実績のリストを示します。\n\n[4FC3F7]クラシックは死なない士官[-]\nクラシック モードでゲームに勝利します。\n\n[4FC3F7]サムライ「ジル」エッジ[-]\nサバイバルナイフのみを武器として使用してゲームに勝利してください。\n(銃器や投擲物は一切使用できません)\n\n[4FC3F7]在庫管理マスター[-]\nアイテムを保管するアイテム保管ボックスを一度も使用せずにゲームをクリアする。\n(これには、タイプライター、フォージ、ワークベンチが含まれます。 例外: 赤いバッグのみを使用できます。)\n\n[4FC3F7]感染拡大は防げた？[-]\n少なくとも 260 キルでゲームに勝利します。\n\n[4FC3F7]スピーディな脱出[-]\nアンダーでゲームに勝つ:\n - D: 2時間0分。\n - C: 2時間30分。\n - B: 3時間0分。\n - A: 3時間30分。\n - S: 4時間10分。\n - S+: 4時間50分。\n\n[4FC3F7]皮膚アレルギー[-]\nハーブや応急処置スプレーを使用せずにゲームをクリアする。\n(パッシブヒーリングは許可されます。 毒を治すことはできません)\n\n[4FC3F7]救われました！[-]\n無限のタイプライターを見つけて、好きなだけゲームを保存してください!\n\n[4FC3F7]リアルサバイバル！[-]\n相互接続されたアイテム収納ボックスを無効にしてゲームをクリアしましょう!"
MeleeCombat,[4FC3F7]近接戦闘の安全性[-]
MeleeCombatTip_title,[4FC3F7]近接戦闘の安全性[-]
MeleeCombatTip,"ゾンビには完全な痛み耐性があり、ほとんどのゾンビを攻撃すると 5 秒間の反撃しきい値が適用されます。 5 秒が経過する前にゾンビを攻撃すると、反撃のしきい値にさらに 5 秒追加されます (最大 15 秒)。\n攻撃の間隔を空けることが、近接戦闘でゾンビに対処する最も安全な方法です。\n\nアクティブなカウンター攻撃しきい値を持たないゾンビが進路上にいて、それを通り過ぎたい場合は、通り過ぎながらゾンビに命中すると、ダメージを受けるのを避けることができます。\n\n四肢切断:\n25% の切断確率があり、ダッシュ攻撃やスタミナが高いときに攻撃すると切断の確率がさらに増加し​​ます。"
Herbs,[4FC3F7]ハーブ: 効率と再成長[-]
HerbsTip_title,[4FC3F7]ハーブ: 効率と再成長[-]
HerbsTip,"2 つの緑のハーブを混合すると、効力が 25% 増加します。\n(160 + 160 = 320 x 1.25 = 400)\n\n3 種類の緑のハーブを混合すると、効力が 50% 増加します。\n(160 + 160 + 160 = 480 x 1.5 = 720)\n\n緑 + 赤 + 青のハーブの組み合わせは最高の組み合わせで、最大 800 の治癒を提供し、毒を治療するだけでなく、120 秒間 30% のダメージを軽減し、戦闘中に使用するのに最適です。\n\nハーブを再成長させる:\n緑のハーブが 4 つあり、赤と青が 1 つずつずつ再生されます。これらの「種子」ポットは、簡単にアクセスできるように持ち上げて屋内に置くことができます。 室内でも育ちます。"
AmmoCrafting,[4FC3F7]弾薬の作成[-]
AmmoCraftingTip_title,[4FC3F7]弾薬の作成[-]
AmmoCraftingTip,"クラフトの基本リソース:\n\n石炭:\n焼けた木が唯一の石炭源です。外に出ればたくさん見つかります。クリムゾンヘッドを増やしたくない場合は、ゾンビを避けてください。\n\n硝酸塩:\n硝酸塩は、(a) ゾンビ動物/腐った死体、(b) 農場、(c) 流木から見つかります。\n\n鉛:\n外の木々やゾンビの中に鉛鉱石があります。\n\n真鍮:\n邸宅の周りにあるラジエーターを拾い、鍛冶場で精錬します。 鍛冶場はどこかにあります。"
Miscellaneous,[4FC3F7]その他の情報[-]
MiscellaneousTip_title,[4FC3F7]その他の情報[-]
MiscellaneousTip,"水分補給: 何度も火事に遭った場合は、水場で素手で水を飲む必要があります。\n\n一部のブロックは破壊できますが、一部は進行するために必要なため、疑わしいものがないか注意してください。 2階の手すりは、床から転落した場合に危険を回避するために破壊することができます。\n\nSword の扉は 5 つありますが、Sword の鍵は 4 つしかありません。どれを鍵をかけたままにしますか？\n\n粘着グレネードはブロックだけでなくエンティティにも粘着します。\n\nボスの部屋になると、ボスを倒すまで出ることができません。入場する前に必ず準備をしてください！"
CrimsonPrevention,[4FC3F7]クリムゾンヘッドの予防[-]
CrimsonPreventionTip_title,[4FC3F7]クリムゾンヘッドの予防[-]
CrimsonPreventionTip,"ゾンビを殺さなければクリムゾン ヘッドは存在できないため、都合の良い場所にゾンビが住めるようにすることが、望ましくないゲストを避ける 1 つの方法です。 ドアはゾンビがあなたに追いつくのを遅らせるのに役立ちます。\n\n斬首:\nゾンビの首を切断する最良のチャンスは、サプレッサーが取り付けられたハンドガンを使用することです (確率は 4 倍)。それを見つけて 3 つの「軍需品」オプションの 1 つとして選択できると仮定します。 ショットガンスラッグは次善の策です。\n\n脚の取り外し:\nゾンビの足を取り除く最良の方法はショットガンを使うことですが、少し難しい場合がありますので説明させてください。\n\nショットガンの砲弾とスラッグは両方とも非常に高い確率で発生しますが、動作が異なります。\n砲弾はターゲットを傷つける必要があり、ターゲットの体力が少なくなるほど、砲弾が脚を取り除く可能性が高くなります。\n\nナメクジはターゲットが完全な健康状態であることを必要とし、健康状態が低いほど、足を取り除く可能性が低くなります。\n\n運が良ければ、ナイフでゾンビをほぼ殺し、その足に拳銃を使うことができます。"
Quest_Completion_tip_title,無事脱出に成功しました！
Completion_desc,ジル・バレンタインは屋敷から脱出することに成功した。悪夢はまだ始まったばかりだということを、彼女はほとんど知りませんでした。\n\nおめでとうございます！\nスペンサー邸事件を無事完了しました。\n\n私が制作しながら楽しめたように、皆様が楽しくプレイ出来た事を願います！\n\nフランティック・ダン\n\nウェスカーとしてプレイすることでストーリーを続けることができます。新しいゲームでウェスカー シナリオを選択します。
Quest_Completion_tip,ジル・バレンタインは屋敷から脱出することに成功した。悪夢はまだ始まったばかりだということを、彼女はほとんど知りませんでした。\n\nおめでとうございます！\nスペンサー邸チャレンジを無事完了することが出来ました。\n\n私が制作しながら楽しめたように、皆様が楽しくプレイ出来た事を願います！\n\nフランティック・ダン\n\nウェスカーとしてプレイすることでストーリーを続けることができます。新しいゲームでウェスカー シナリオを選択します。
zombieArlene,JaWoodle's Girl
zombieMarlene,Misterri
zombieNurse,アンブレラ社の外科医
zombieJoe,Glock9's Dealer
zombieSteve,Draycko
zombieBusinessMan,Aviose
zombieBoe,DD1GG
zombieJanitor,HellsJanitor
zombieMoe,TheOrigamiGuru
zombieLab,アンブレラ社の科学者
zombieDarlene,Lois Griffin
zombieYo,YubiNashi
zombieUtilityWorker,作業員
zombieBiker,Games4Kickz
zombieLumberjack,JonahBirch
zombieFemaleFat,Rambunctious Red
zombieFatHawaiian,Peter Griffin
zombieMaleHazmat,アンブレラ社危険物取扱者
zombieSkateboarder,DoctorBest85
zombieSoldier,アンブレラ社のガードマン
animalZombieDog,ケルベロス
ZombieDog,ケルベロス
animalZombieVulture,フラッピーファック
animalSnake,アダ―
animalChicken,Oskurd
"WebSpinner",ウェブスピナー
"CrimsonHead",クリムゾンヘッド
"CrimsonHeadPrototype",クリムゾンヘッドプロト1
"CrimsonHeadPrototype2",クリムゾンヘッドプロト1
"ForestSpeyer",フォレストゾンビ
"ForestSpeyer2",フォレストゾンビ
Hunter,ハンター
"FailedTestSubject",実験体
"Plant42",プラント42
"animalYawntheWolf",オオカミのあくび
"BlackTigerSpider",ブラックタイガー
"LisaTrevor",リサ・トレヴァー
Tyrant,タイラント
"SuperTyrant",スーパータイラント
"BoeCrawler",Crippled DD1GG
"JoeCrawler",Glock9's Crippled Dealer
"JanitorCrawler",Crippled HellsJanitor
"ArleneCrawler",JaWoodle's Crippled Girl
"LabWorkerCrawler",這いずりアンブレラ社の科学者
"DarleneCrawler",Crippled Lois Griffin
"MarleneCrawler",Crippled Misterri
"YoCrawler",Crippled YubiNashi
"SteveCrawler",Crippled Draycko
"BusinessMan Crawler",Crippled Aviose
"BurntCrawler",這いずりクリムゾンヘッド
"NurseCrawler",這いずりアンブレラ社の外科医
"HazmatCrawler",這いずりアンブレラ社危険物取扱者
"SkateboarderCrawler",Crippled DoctorBest85
zombieMarleneRadiated,Misterri
zombieJoeRadiated,Glock9's Dealer
zombieJanitorRadiated,HellsJanitor
zombieYoRadiated,NotOnly25
BoeCrimsonHead,クリムゾンヘッド
JoeCrimsonHead,クリムゾンヘッド
SteveCrimsonHead,クリムゾンヘッド
TomCrimsonHead,クリムゾンヘッド
YoCrimsonHead,クリムゾンヘッド
BusinessManCrimsonHead,クリムゾンヘッド
ArleneCrimsonHead,クリムゾンヘッド
DarleneCrimsonHead,クリムゾンヘッド
MarleneCrimsonHead,クリムゾンヘッド
JanitorCrimsonHead,クリムゾンヘッド
MoeCrimsonHead,クリムゾンヘッド
BikerCrimsonHead,クリムゾンヘッド
LumberjackCrimsonHead,クリムゾンヘッド
FemaleFatCrimsonHead,クリムゾンヘッド
FatHawaiianCrimsonHead,クリムゾンヘッド
SkateboarderCrimsonHead,クリムゾンヘッド
UtilityWorkerCrimsonHead,クリムゾンヘッド
LabCrimsonHead,クリムゾンヘッド
NurseCrimsonHead,クリムゾンヘッド
MaleHazmatCrimsonHead,クリムゾンヘッド
SoldierCrimsonHead,クリムゾンヘッド


STARSTrainingManual,S.T.A.R.S 訓練マニュアル
BrawlerTraining,格闘家訓練
BoomstickTraining,ブームスティック訓練
ArmourToleranceTraining,アーマー耐性訓練
SexualTrexTraining,セクシーティラノサウルス訓練
MachineGunnnerTraining,マシンガンナー訓練
PainToleranceTraining,痛み耐性訓練
WellnessTraining,健康値訓練
HealingFactorTraining,治癒因子訓練
PhysicianTraining,医師訓練
DeepCutsTraining,ディープカット訓練
GunslingerTraining,ガンスリンガー訓練
RunandGunTraining,ラン&ガン訓練
FlurryofBlowsTraining,突風訓練
CardioTraining,有酸素訓練
attStrengthRank01LongDescRE,"Deal 250% head shot damage and have a 15% greater chance to dismember with shotguns and fists."
perkDemolitionsExpertRank1LongDescRE,"あなたは手榴弾兵の見習いです、爆発物の扱いには十分注意してくださいね。\n\n爆発系武器使用時のダメージ量が17%上がり、リロード速度が10%上がり、照準を合わせる速度が15%上がり、部位破壊率が15%上がります"
perkDemolitionsExpertRank2LongDescRE,"あなたは爆発物を扱う事が出来ます。\n\n爆発系武器使用時のダメージ量が34%上がり、リロード速度が20%上がり、照準を合わせる速度が30%上がり、部位破壊率が30%上がります"
perkDemolitionsExpertRank3LongDescRE,"あなたは爆発物の扱いになれています。\n\n爆発系武器使用時のダメージ量が51%上がり、リロード速度が30%上がり、照準を合わせる速度が45%上がり、部位破壊率が45%上がります"
perkBoomstickRank1LongDescRE,"ショットガン使用時のダメージ量が8.5%上がり、射撃レートが8%速くなり、リロード速度が8%上がります。\n\n敵のスタン状態が4秒間持続するようになります。"
perkBoomstickRank2LongDescRE,"ショットガン使用時のダメージ量が17%上がり、射撃レートが16%速くなり、リロード速度が16%上がります。\n\n敵のスタン状態が6秒間持続するようになります。"
perkBoomstickRank3LongDescRE,"ショットガン使用時のダメージ量が25.5%上がり、射撃レートが24%速くなり、リロード速度が24%上がります。\n\n敵のスタン状態が8秒間持続するようになります。"
perkBoomstickRank4LongDescRE,"ショットガン使用時のダメージ量が34%上がり、射撃レートが32%速くなり、リロード速度が32%上がります。\n敵のスタン状態が8秒間持続するようになります。\n\n敵の足を攻撃し、ダメージを負わせる事で、走れなくする事が出来るようになります。"
perkBrawlerNameRE,格闘家 (スロット 7 8 9 0)
perkBrawlerRank1LongDescRE,ナックルや素手使用時のダメージ量が12.5%上がり、ブロックダメージ量が50%上がります。\n\n頭部を攻撃すると、敵の感染させる能力を無効化する事が出来ます。
perkBrawlerRank2LongDescRE,ナックルや素手使用時のダメージ量が25%、ブロックダメージ量が100%上がります。\n\n頭部を攻撃すると、敵の感染させる能力を無効化する事が出来ます。\n30%の確率でパワーアタック時に敵をスタン状態にします。
perkBrawlerRank3LongDescRE,ナックルや素手使用時のダメージ量が37.5%上がり、ブロックダメージ量が150%上がります。\n\n頭部を攻撃すると、敵の感染させる能力を無効化する事が出来ます。\n30%の確率でパワーアタック時に敵をスタン状態にします。\n\nパワーアタック時、30%の確率で敵をノックダウンさせることが出来ます。
perkBrawlerRank4LongDescRE,ナックルや素手使用時のダメージ量が50%上がり、ブロックダメージ量が200%上がります。\n\n頭部を攻撃すると、敵の感染させる能力を無効化する事が出来ます。\n30%の確率でパワーアタック時に敵をスタン状態にします。\n\nパワーアタック時、30%の確率で敵をノックダウンさせることが出来ます。\n\n頭部破壊率が10%上がります。
perkSexualTrexRank1LongDescRE,ベンチウォーマーへと昇格しました。\n\n近接武器やツール使用時の通常攻撃スタミナ消費量が 6% 軽減され、パワーアタックスタミナ時の消費量が 10%軽減されます。\n\n近接武器で敵にとどめを刺すたびに、スタミナが10回復します。
perkSexualTrexRank2LongDescRE,ずいぶんと強いアスリートになってきたため、スタミナ切れする事が少なくなりました。\n\n近接武器やツール使用時の通常攻撃スタミナ消費量が12%軽減され、パワーアタックスタミナ時の消費量が20%軽減されます。\n\n近接武器で敵にとどめを刺すたびに、スタミナが15回復します。
perkSexualTrexRank3LongDescRE,ウォリアーを尊敬しない者などいません。\n\n近接武器やツール使用時の通常攻撃スタミナ消費量が18%軽減され、パワーアタックスタミナ時の消費量が30%軽減されます。\n\n近接武器で敵にとどめを刺すたびに、スタミナが20回復します。
perkSexualTrexRank4LongDescRE,あなたはグラディエーターになりました、アスリートの頂点です。\n\n近接武器やツール使用時の通常攻撃スタミナ消費量が24%軽減され、パワーアタックスタミナ時の消費量が40%軽減されます。\n\n近接武器で敵にとどめを刺すたびに、スタミナが25回復します。
perkHeavyArmorNameRE,Armour Tolerance
perkHeavyArmorRank1LongDescRE,一部位ごとに、アーマー値+1\n機動性とスタミナへのペナルティ10%軽減
perkHeavyArmorRank2LongDescRE,一部位ごとに、アーマー値+2\n機動性とスタミナへのペナルティ20%軽減
perkHeavyArmorRank3LongDescRE,一部位ごとに、アーマー値+3\n機動性とスタミナへのペナルティ30%軽減
perkHeavyArmorRank4LongDescRE,一部位ごとに、アーマー値+4\n機動性とスタミナへのペナルティ40%軽減
attFortitudeRank01LongDescRE,マシンガンを使用時のヘッドショットダメージが250%になり、15%の確率で敵の部位を破壊する事が可能になりました。
perkMachineGunnerRank1LongDescRE,"マシンガン使用時のダメージ量が8.5%上がり、射撃レートが8%速くなり、リロード速度が8%短縮されます。\nスプレッドが8%減少します。\nコマンドーアドレナリン: シンガンでの攻撃を命中すると、毎回スタミナを1ずつ回復します。"
perkMachineGunnerRank2LongDescRE,"マシンガン使用時のダメージ量が17%上がり、射撃レートが16%速くなり、リロード速度が16%短縮されます。\nスプレッドが16%減少します。\nコマンドーアドレナリン: シンガンでの攻撃を命中すると、毎回スタミナを2ずつ回復します。"
perkMachineGunnerRank3LongDescRE,"マシンガン使用時のダメージ量が25.5%上がり、射撃レートが24%速くなり、リロード速度が24%短縮されます。\nスプレッドが24%減少します。\n\nコマンドーアドレナリン: マシンガンでの攻撃を命中すると、毎回スタミナを3ずつ回復します。"
perkMachineGunnerRank4LongDescRE,"マシンガン使用時のダメージ量が34%上がり、射撃レートが32%速くなり、リロード速度が32%短縮されます。\nスプレッドが32%減少します。\n\nコマンドーアドレナリン: マシンガンでの攻撃を命中すると、毎回スタミナを4ずつ回復します。"
perkPainToleranceRank1LongDescRE,7.5%のダメージ軽減 (アーマー値後の計算)\nスタン耐性40%
perkPainToleranceRank2LongDescRE,15%のダメージ軽減 (アーマー値後の計算)\nスタン耐性60%
perkPainToleranceRank3LongDescRE,22.5%のダメージ軽減 (アーマー値後の計算)\nスタン耐性80%
perkPainToleranceRank4LongDescRE,30%のダメージ軽減 (アーマー値後の計算)\nスタン耐性100%
buffPerkCharismaticNatureDescRE,健康的な生活をしています！　最大体力増加。
perkCharismaticNatureDescRE,最大体力が上がりました
perkCharismaticNatureNameRE,健康的
perkCharismaticNatureRank1DescRE,朝練
perkCharismaticNatureRank2DescRE,ノンシュガー
perkCharismaticNatureRank3DescRE,ビタミン
perkCharismaticNatureRank4DescRE,健康食
perkCharismaticNatureRank1LongDescRE,健康なため、最大体力10増加
perkCharismaticNatureRank2LongDescRE,健康なため、最大体力20増加
perkCharismaticNatureRank3LongDescRE,健康なため、最大体力30増加
perkCharismaticNatureRank4LongDescRE,健康なため、最大体力40増加
perkHealingFactorRank1LongDescRE,リアル時間1時間ごとに、体力が24自然回復します。\nクリティカルダメージの回復速度が 20%早くなります。
perkHealingFactorRank2LongDescRE,リアル時間1時間ごとに、体力が36自然回復します。\nクリティカルダメージの回復速度が 50%早くなります。
perkHealingFactorRank3LongDescRE,リアル時間1時間ごとに、体力が48自然回復します。\nクリティカルダメージの回復速度が 100%早くなります。
perkPhysicianRank1LongDescRE,医療回復アイテムの回復量 10%増加します。
perkPhysicianRank2LongDescRE,医療回復アイテムの回復量 20%増加します。
perkPhysicianRank3LongDescRE,医療回復アイテムの回復量 30%増加します。
perkPhysicianRank4LongDescRE,医療回復アイテムの回復量 40%増加します。
attAgilityRank01LongDescRE,"ハンドガンやナイフを使用時のヘッドショットダメージが250%になり、15%の確率で敵の部位を破壊する事が可能になりました。"
perkGunslingerDescRE,ハンドガンやマグナム使用時の技術が上がります。
perkGunslingerRank1LongDescRE,"ハンドガン使用時のダメージ量が8.5%上がり、射撃レートが8%上がり、リロード速度が8%が速くなります。\nスプレッドが8%減少します。"
perkGunslingerRank2LongDescRE,"ハンドガン使用時のダメージ量が17%上がり、射撃レートが16%上がり、リロード速度が16%が速くなります。\nスプレッドが16%減少します。\n\nクリティカルダメージ: 5回連続ヒット成功後にクリティカルヒット発生。"
perkGunslingerRank3LongDescRE,"ハンドガン使用時のダメージ量が25.5%上がり、射撃レートが24%上がり、リロード速度が24%が速くなります。\nスプレッドが24%減少します。\n\nクリティカルダメージ: 4回連続ヒット成功後にクリティカルヒット発生。"
perkGunslingerRank4LongDescRE,"ハンドガン使用時のダメージ量が34%上がり、射撃レートが32%上がり、リロード速度が32%が速くなります。\nスプレッドが32%減少します。\n\nクリティカルダメージ: 3回連続ヒット成功後にクリティカルヒット発生。"
perkDeepCutsDescRE,サバイバルナイフ使用時の技術が上がります。
perkDeepCutsRank1LongDescRE,ナイフ使用時の敵へのダメージ量8.5%上昇\n\nナイフ使用時のブロックダメージ量上昇50%
perkDeepCutsRank2LongDescRE,ナイフ使用時の敵へのダメージ量17%上昇\n\nナイフ使用時のブロックダメージ量上昇100%
perkDeepCutsRank3LongDescRE,ナイフ使用時の敵へのダメージ量25.5%上昇\n\nナイフ使用時のブロックダメージ量上昇150%
perkDeepCutsRank4LongDescRE,ナイフ使用時の敵へのダメージ量34%上昇\nナイフ使用時のブロックダメージ量上昇200%
perkRunAndGunRank1LongDescRE,"腰撃ちの命中精度が10%上がり、リロード時の移動速度低下が25%軽減されます。"
perkRunAndGunRank2LongDescRE,腰撃ちの命中精度が 20% 上がり、リロード時の移動速度低下が50%軽減されます。
perkRunAndGunRank3LongDescRE,腰撃ちの命中精度が30%上がり、リロード時の移動速度低下が75%軽減されます。
perkFlurryOfBlowsRank1LongDescRE,近接攻撃速度が15%上がり、敵をキルするごとに、スタミナが10回復します。
perkFlurryOfBlowsRank2LongDescRE,近接攻撃速度が30%上がり、敵をキルするごとに、スタミナが15回復します。
perkFlurryOfBlowsRank3LongDescRE,近接攻撃速度が45%上がり、敵をキルするごとに、スタミナが20回復します。

"GunPowder",火薬
"The Challenge",チャレンジ
"The Spencer Mansion Challenge","スペンサー邸チャレンジ"
"Enter The Survival Horror","Enter The Survival Horror"
"Build a Gyrocopter","ジャイロコプターを組み立てる"
"Escape The Spencer Mansion","スペンサー邸から脱出"
"Scavenge the mansion for parts and put together a gyrocopter. Then escape to the helipad.","邸宅から部品をあさってジャイロコプターを組み立てましょう。その後、ヘリポートへ逃げます。"
perkDeepCutsDescRE,ナイフ使用時のダメージ量が上がります。
"FinalEscape","この悪夢から逃げろ!!"
"FinalEscapename","この悪夢から逃げろ!!"
"FinalEscapekey","この悪夢から逃げろ!!"
"FinalEscapedesc","ついにこの地獄のような場所から脱出する時が来ました！"
"It's finally time for you to escape this hell!","ついにこの地獄のような場所から脱出する時が来ました！"
"Challenge Completion","チャレンジ完了"
"Mission",ミッション
ObjectiveGoto_keyword,ヘリポートへ向かいましょう！
"Congratulations!",おめでとうございます！
EscapeTheSpencerMansion_subtitle,スペンサー邸からの脱出
EscapeTheSpencerMansion_desc,邸宅から部品をあさってジャイロコプターを組み立てましょう。その後、ヘリポートへ逃げます。
The_Spencer_Mansion_Incident,スペンサー邸事件
Enter_The_Survival_Horror,サバイバルホラーの登場
The_Story,物語
Build_Gyrocopter,ジャイロコプターを作ろう
H2O,H2O - [ [action:local:Secondary] ]
UMB-No3,UMB-No3 - [ [action:local:Secondary] ]
Yellow-6,Yellow-6 - [ [action:local:Secondary] ]
buffImmobalisedName,あなたはまだ動けない
buffImmobalisedDesc,まずはトレーニング本を読んでください。
buffInkRibbonImmobalisedName,まずゲームを保存してください
buffInkRibbonImmobalisedDesc,ゲームを一時停止し、「ゲームを保存」を押します。
SaveGamebuff,最初に保存
ReadTrainingbuff,本を読む
GameOverbuff,終了してロードする
buffWeskerEscapeName,自爆システム
buffWeskerEscapeDesc,"自爆システムが作動しました。手遅れになる前に屋敷から脱出してください!"
buffWeskerEscapeTooltip,[FF4F00]自爆システムが作動しました！[-]
SpencerMansionSpawnTextWesker,"あなたはアルバート・ウェスカー、二重スパイで、S.T.A.R.S.とアンブレラの両方で働いていました。\n\nあなたはタイラントによって殺されましたが、以前にプロトタイプ ウイルスに感染したため、あなたの体は T-ウイルスとよく結びついています。あなたは今意識を取り戻したところです。\n\n研究所の自己破壊システムはすぐにスペンサー邸を地図から消し去ります。あなたの使命は、B.O.W 組織サンプルを収集し、爆発する前に脱出することです。\n\n\n注意: ウェスカーはジャンプすることができます。\nこのシナリオでは武器をドロップすることができます。"
The_Spencer_Mansion_IncidentWesker,ウェスカーの脱出シナリオ
Enter_The_Survival_HorrorWesker,B.O.W組織サンプルを収集する
questStartupWesker_desc,"あなたはアルバート・ウェスカー、二重スパイで、S.T.A.R.S.とアンブレラの両方で働いていました。\n\nあなたはタイラントによって殺されましたが、以前にプロトタイプ ウイルスに感染したため、あなたの体は T-ウイルスとよく結びついています。あなたは今意識を取り戻したところです。\n\n研究所の自己破壊システムはすぐにスペンサー邸を地図から消し去ります。あなたの使命は、B.O.W 組織サンプルを収集し、爆発する前に脱出することです。\n\n\n注意: ウェスカーはジャンプすることができます。\nこのシナリオでは武器をドロップすることができます。"
FinalEscapeWeskername,"サンプルを持って脱出せよ!!"
FinalEscapeWeskerkey,"サンプルを持って脱出せよ!!"
FinalEscapeWeskerdesc,"B.O.W のサンプルをすべて入手しました。脱出の時間です!"
CompletionWesker_desc,"ウェスカーは十分な量のB.O.W組織サンプルを持って邸宅から脱出します。彼の邪悪な計画はまだ始まったばかりです!\n\nおめでとう！！\nウェスカーの脱出シナリオを正常に完了しました。\n\n私が作成したのと同じくらい、皆さんもプレイして楽しんでいただければ幸いです。\n\nフランティック・ダン"
armorWeskerOutfit,ウェスカーのユニフォーム
armorWeskerGloves,ウェスカーの手袋
armorWeskerBoots,ウェスカーのブーツ
SurvivalKnifeWesker,ウェスカーのサバイバルナイフ
modGunMeleeBlessedMetalTyrantWesker,T-ウイルス中和剤
modGunMeleeBlessedMetalTyrantWeskerDesc,"タイラントへのダメージが大幅に増加し、殺せないものを殺すのに役立ちます。\n\nナイフのみ。"
SamuraiEdgeWesker,ウェスカーのサムライエッジ
PumpShotgunWesker,ポンプショットガン
GrenadeLauncherWesker,グレネードランチャー
Weskerammo9mmBulletBallRE,9x19mm パラベラム弾
WeskerammoShotgunShellRE,12ゲージショットガンシェル
WeskerammoGrenadeExplosiveRE,手榴弾の弾
ClassicModeWesker,ウェスカーの訓練マニュアル
perkClassicModeWeskerDesc,"ウェスカーは現在、プロトタイプウイルスとT-ウイルスの両方と結合したスーパーヒューマンです。\n\nウェスカーは、ナイフ、有酸素運動、痛みへの耐性、受動的治癒、医学知識についても非常によく訓練されています。"
WeskerAmmoCraftingBundle,弾薬の箱
SurvivalKnifeWeskerdesc,"ウェスカー特製の近接戦闘に最適なナイフ。\n\nスプリント攻撃: +15% 四肢切断確率。\nスタミナ > 50%: 切断確率 +10%。\n(攻撃後に計算)"
AmmoHittoPickup,弾薬の箱\n(ヒットからピックアップ)
