Key,english
AmmoCraftingTip,"The base resources for crafting:\n\nCoal:\nBurnt trees are the only source of coal. Going outside you'll find plenty. Avoid zombies if you don't want more Crimson Heads.\n\nNitrate:\nNitrate can be found from (a) zombie animals/rotting corpses, (b) farm plots and (c) drift wood.\n\nLead:\nThere are lead ores outside amongst the trees and zombies.\n\nBrass:\nPick up the radiators around the mansion and smelt them into the forge, the forge can be found somewhere."
Miscellaneous,[4FC3F7]Miscellaneous Information[-]
MiscellaneousTip_title,[4FC3F7]Miscellaneous Information[-]
MiscellaneousTip,"Hydration: If you so happen to get set on fire too many times, you'll need to drink with your bare hands at a water source.\n\nSome blocks can be destroyed, some are required to progress, so be on the lookout for anything that might be suspicious. Railings on the second floor can be destroyed to help escape danger by falling down a floor.\n\nThere are five Sword doors, but only four Sword keys. Which one do you leave locked?\n\nSticky Grenades will also stick to entities, not just blocks.\n\nWhen it comes to boss rooms, you can't leave until you kill the boss. Make sure you're ready before entering!"
CrimsonPrevention,[4FC3F7]Crimson Head Prevention[-]
CrimsonPreventionTip_title,[4FC3F7]Crimson Head Prevention[-]
CrimsonPreventionTip,"Crimson Heads can't exist if zombies aren't killed, so allowing zombies to live where convenient is one way to avoid unwanted guests. Doors help slow down zombies from catching up to you.\n\nDecapitation:\nThe best chance of decapitating a zombie's head is with a handgun with a suppressor installed (gives a 4x chance), assuming you can find it and choose it as one of your three 'Military Goods' options. Shotgun slugs are the next best option.\n\nRemoval of legs:\nThe best chance to remove a zombies leg is with the shotgun, however it can be a little tricky to do, allow me to explain.\n\nShells and slugs both have a very high chance, but work differently.\nShells require the target to be hurt, the less health remaining on your target, the greater the chance shells have of removing their leg.\n\nSlugs require the target to be at full health, the less health they have, the less likely you'll remove a leg.\n\nIf you're feeling lucky, you can nearly kill a zombie with your knife, then use your handgun on their leg."
Quest_Completion_tip_title,You successfully escaped!
Completion_desc,Jill Valentine managed to escape the mansion. Little did she know that the nightmare has only just begun!\n\nCongratulations!!\nYou have successfully completed the Spencer Mansion Incident.\n\nI hope you had a blast playing it as much as I did creating it!\n\nFrantic Dan\n\nYou can continue the story by playing as Wesker. Select Wesker Scenario on a new game.
Quest_Completion_tip,Jill Valentine managed to escape the mansion. Little did she know that the nightmare has only just begun!\n\nCongratulations!!\nYou have successfully completed the Spencer Mansion Incident.\n\nI hope you had a blast playing it as much as I did creating it!\n\nFrantic Dan\n\nYou can continue the story by playing as Wesker. Select Wesker Scenario on a new game.
zombieArlene,JaWoodle's Girl
zombieMarlene,Misterri
zombieNurse,Umbrella Surgeon
zombieJoe,Glock9's Dealer
zombieSteve,Draycko
zombieBusinessMan,Aviose
zombieBoe,DD1GG
zombieJanitor,HellsJanitor
zombieMoe,TheOrigamiGuru
zombieLab,Umbrella Scientist
zombieDarlene,Lois Griffin
zombieYo,YubiNashi
zombieUtilityWorker,"Guns, Nerds, and Steel"
zombieBiker,Games4Kickz
zombieLumberjack,JonahBirch
zombieFemaleFat,Rambunctious Red
zombieFatHawaiian,Peter Griffin
zombieMaleHazmat,Umbrella Hazmat Technician
zombieSkateboarder,DoctorBest85
zombieSoldier,Umbrella Security Service Officer
animalZombieDog,Cerberus
ZombieDog,Cerberus
animalZombieVulture,Flappy Fuck
animalSnake,Adder
animalChicken,Oskurd
WebSpinner,Web Spinner
CrimsonHead,Jagz's Victim
CrimsonHeadPrototype,Crimson Head Prototype
CrimsonHeadPrototype2,Crimson Head Prototype
ForestSpeyer,Forest Speyer
ForestSpeyer2,Forest Speyer
Hunter,Hunter
FailedTestSubject,Failed Test Subject
Plant42,Plant 42
animalYawntheWolf,Yawn the Wolf
BlackTigerSpider,Black Tiger Spider
LisaTrevor,Lisa Trevor
Tyrant,Tyrant
SuperTyrant,Super Tyrant
BoeCrawler,Crippled DD1GG
JoeCrawler,Glock9's Crippled Dealer
JanitorCrawler,Crippled HellsJanitor
ArleneCrawler,JaWoodle's Crippled Girl
LabWorkerCrawler,Crippled Umbrella Scientist
DarleneCrawler,Crippled Lois Griffin
MarleneCrawler,Crippled Misterri
YoCrawler,Crippled YubiNashi
SteveCrawler,Crippled Draycko
BusinessManCrawler,Crippled Aviose
BurntCrawler,Jagz's Crippled Victim
NurseCrawler,Crippled Umbrella Surgeon
HazmatCrawler,Crippled Umbrella Hazmat Technician
SkateboarderCrawler,Crippled DoctorBest85
zombieMarleneRadiated,Misterri
zombieJoeRadiated,Glock9's Dealer
zombieJanitorRadiated,HellsJanitor
zombieYoRadiated,NotOnly25
BoeCrimsonHead,Crimson Head
JoeCrimsonHead,Crimson Head
SteveCrimsonHead,Crimson Head
TomCrimsonHead,Crimson Head
YoCrimsonHead,Crimson Head
BusinessManCrimsonHead,Crimson Head
ArleneCrimsonHead,Crimson Head
DarleneCrimsonHead,Crimson Head
MarleneCrimsonHead,Crimson Head
JanitorCrimsonHead,Crimson Head
MoeCrimsonHead,Crimson Head
BikerCrimsonHead,Crimson Head
LumberjackCrimsonHead,Crimson Head
FemaleFatCrimsonHead,Crimson Head
FatHawaiianCrimsonHead,Crimson Head
SkateboarderCrimsonHead,Crimson Head
UtilityWorkerCrimsonHead,Crimson Head
LabCrimsonHead,Crimson Head
NurseCrimsonHead,Crimson Head
MaleHazmatCrimsonHead,Crimson Head
SoldierCrimsonHead,Crimson Head

STARSTrainingManual,S.T.A.R.S Training Manual
BrawlerTraining,Brawler Training
BoomstickTraining,Boomstick Training
ArmourToleranceTraining,Armour Tolerance Training
SexualTrexTraining,Sexual Trex Training
MachineGunnnerTraining,Machine Gunnner Training
PainToleranceTraining,Pain Tolerance Training
WellnessTraining,Wellness Training
HealingFactorTraining,Healing Factor Training
PhysicianTraining,Physician Training
DeepCutsTraining,Deep Cuts Training
GunslingerTraining,Gunslinger Training
RunandGunTraining,Run and Gun Training
FlurryofBlowsTraining,Flurry of Blows Training
CardioTraining,Cardio Training

"FinalEscape","Escape This Nightmare!!"
"FinalEscapekey","Escape This Nightmare!!"
"FinalEscapename","Escape This Nightmare!!"
"FinalEscapedesc","It's finally time for you to escape this hell!"

ObjectiveGoto_keyword,Head to the Helipad!


attStrengthRank01LongDescRE,"Deal 250% head shot damage and have a 15% greater chance to dismember with shotguns and fists."
perkDemolitionsExpertRank1LongDescRE,"You are now a grenadier initiate, be careful with those explosives. Increase damage 17%, reload speed 10%, aim 15% faster, 15% greater chance to dismember."
perkDemolitionsExpertRank2LongDescRE,"Increase damage by 34%, reload speed 20%, aim 30% faster, 30% greater chance to dismember."
perkDemolitionsExpertRank3LongDescRE,"You are now an explosives handler. Increase damage 51%, increase reload speed by 30%, aim 45% faster, 45% greater chance to dismember."
perkBoomstickRank1LongDescRE,"Deal 8.5% more damage.\n+8% faster fire rate.\n+8% faster reload.\nStun enemies for 4 seconds."
perkBoomstickRank2LongDescRE,"Deal 17% more damage.\n16% faster fire rate.\n+16% faster reload.\nStun enemies for 6 seconds."
perkBoomstickRank3LongDescRE,"Deal 25.5% more damage.\n24% faster fire rate.\n+24% faster reload.\nStun enemies for 8 seconds."
perkBoomstickRank4LongDescRE,"Deal 34% more damage.\n32% faster fire rate.\n+32% faster reload.\nStun enemies for 8 seconds.\nLegs shots cripple opponents."
perkBrawlerNameRE,Brawler (Slots 7 8 9 0)
perkBrawlerRank1LongDescRE,Deal 12.5% more damage. Block damage +50%.\nPunches to the head negate infection ability.
perkBrawlerRank2LongDescRE,Deal 25% more damage. Block damage +100%.\nPunches to the head negate infection ability.\n30% chance to stun opponents with power attacks.
perkBrawlerRank3LongDescRE,Deal 37.5% more damage. Block damage +150%.\nPunches to the head negate infection ability.\n30% chance to stun opponents with power attacks.\nPower attacks to the head have a 30% chance to knock down your opponent.
perkBrawlerRank4LongDescRE,Deal 50% more damage. Block damage +200%.\nPunches to the head negate infection ability.\n30% chance to stun opponents with power attacks.\nPower attacks to the head have a 30% chance to knock down your opponent.\n+10% dismember chance.
perkSexualTrexRank1LongDescRE,Reduce melee and tool stamina usage by 6%\nPower attacks by 10%.\nKilling blows grant 10 stamina.
perkSexualTrexRank2LongDescRE,Reduce melee and tool stamina usage by 12%\nPower attacks by 20%.\nKilling blows grant 15 stamina.
perkSexualTrexRank3LongDescRE,Reduce melee and tool stamina usage by 18%\nPower attacks by 30%.\nKilling blows grant 20 stamina.
perkSexualTrexRank4LongDescRE,Reduce melee and tool stamina usage by 24%\nPower attacks by 40%.\nKilling blows grant 25 stamina.
perkHeavyArmorNameRE,Armour Tolerance
perkHeavyArmorRank1LongDescRE,+1 Armour Rating for each armour piece worn.\nReduces Stamina and Mobility penalties by 10%.
perkHeavyArmorRank2LongDescRE,+2 Armour Rating for each armour piece worn.\nReduces Stamina and Mobility penalties by 20%.
perkHeavyArmorRank3LongDescRE,+3 Armour Rating for each armour piece worn.\nReduces Stamina and Mobility penalties by 30%.
perkHeavyArmorRank4LongDescRE,+4 Armour Rating for each armour piece worn.\nReduces Stamina and Mobility penalties by 40%.
attFortitudeRank01LongDescRE,Deal 250% head shot damage and have a 15% chance to dismember with machine guns.
perkMachineGunnerRank1LongDescRE,"Deal 8.5% more damage.\n8% faster fire rate.\n8% faster reload.\n8% less projectile spread.\nCommando Adrenaline: Each shot scored with automatic weapons gives you 1 stamina."
perkMachineGunnerRank2LongDescRE,"Deal 17% more damage.\n16% faster fire rate.\n16% faster reload.\n16% less projectile spread.\nCommando Adrenaline: Each shot scored with automatic weapons gives you 2 stamina."
perkMachineGunnerRank3LongDescRE,"Deal 25.5% more damage.\n24% faster fire rate.\n24% faster reload.\n24% less projectile spread.\nCommando Adrenaline: Each shot scored with automatic weapons gives you 3 stamina."
perkMachineGunnerRank4LongDescRE,"Deal 34% more damage.\n32% faster fire rate.\n32% faster reload.\n32% less projectile spread.\nCommando Adrenaline: Each shot scored with automatic weapons gives you 4 stamina."
perkPainToleranceRank1LongDescRE,7.5% Damage Resistance (Calculates after Armour Rating)\n40% Stun Resistance.
perkPainToleranceRank2LongDescRE,15% Damage Resistance (Calculates after Armour Rating)\n60% Stun Resistance.
perkPainToleranceRank3LongDescRE,22.5% Damage Resistance (Calculates after Armour Rating)\n80% Stun Resistance.
perkPainToleranceRank4LongDescRE,30% Damage Resistance (Calculates after Armour Rating)\n100% Stun Resistance.
buffPerkCharismaticNatureDescRE,You live a healthy lifestyle! Increased Max Health.
perkCharismaticNatureDescRE,You have increased Max Health.
perkCharismaticNatureNameRE,Wellness
perkCharismaticNatureRank1DescRE,Morning Workout
perkCharismaticNatureRank2DescRE,No Sugar
perkCharismaticNatureRank3DescRE,Vitamins
perkCharismaticNatureRank4DescRE,Nutritious Diet
perkCharismaticNatureRank1LongDescRE,Your wellness gains you +10 Max Health.
perkCharismaticNatureRank2LongDescRE,Your wellness gains you +20 Max Health.
perkCharismaticNatureRank3LongDescRE,Your wellness gains you +30 Max Health.
perkCharismaticNatureRank4LongDescRE,Your wellness gains you +40 Max Health.
perkHealingFactorRank1LongDescRE,Passively heal 24 health every real hour. Critical injuries heal 20% faster.
perkHealingFactorRank2LongDescRE,Passively heal 36 health every real hour. Critical injuries heal 50% faster.
perkHealingFactorRank3LongDescRE,Passively heal 48 health every real hour. Critical injuries heal 100% faster.
perkPhysicianRank1LongDescRE,Increases Medical healing by 10%.
perkPhysicianRank2LongDescRE,Increases Medical healing by 20%.
perkPhysicianRank3LongDescRE,Increases Medical healing by 30%.
perkPhysicianRank4LongDescRE,Increases Medical healing by 40%.
attAgilityRank01LongDescRE,"Deal 250% head shot damage and have a 15% chance to dismember with handguns and knives."
perkGunslingerDescRE,Increase your skill in using your handgun and magnum revolvers.
perkGunslingerRank1LongDescRE,"Deal 8.5% more damage.\n8% faster fire rate.\n8% faster reload.\n8% less projectile spread."
perkGunslingerRank2LongDescRE,"Deal 17% more damage.\n16% faster fire rate.\n16% faster reload.\n16% less projectile spread.\nCritical Damage: 5 successive hits in a short time cause critical damage."
perkGunslingerRank3LongDescRE,"Deal 25.5% more damage.\n24% faster fire rate.\n24% faster reload.\n24% less projectile spread.\nCritical Damage: 4 successive hits in a short time cause critical damage."
perkGunslingerRank4LongDescRE,"Deal 34% more damage.\n32% faster fire rate.\n32% faster reload.\n32% less projectile spread.\nCritical Damage: 3 successive hits in a short time cause critical damage."
perkDeepCutsDescRE,Specialise in using your Survival Knife.
perkDeepCutsRank1LongDescRE,Deal 8.5% more damage.\nIncreases block damage with knives by 50%.
perkDeepCutsRank2LongDescRE,Deal 17% more damage.\nIncreases block damage with knives by 100%.
perkDeepCutsRank3LongDescRE,Deal 25.5% more damage.\nIncreases block damage with knives by 150%.
perkDeepCutsRank4LongDescRE,Deal 34% more damage.\nIncreases block damage with knives by 200%.
perkRunAndGunRank1LongDescRE,"Hip fire accuracy is improved by 10% and movement penalty when reloading is reduced 25%."
perkRunAndGunRank2LongDescRE,"Hip fire accuracy is improved by 20% and movement penalty when reloading is reduced 50%."
perkRunAndGunRank3LongDescRE,"Hip fire accuracy is improved by 30% and movement penalty when reloading is reduced 75%."
perkFlurryOfBlowsRank1LongDescRE,Melee attack speeds are increased by 15%. Each kill recharges stamina by 10 points.
perkFlurryOfBlowsRank2LongDescRE,Melee attack speeds are increased by 30%. Each kill recharges stamina by 15 points.
perkFlurryOfBlowsRank3LongDescRE,Melee attack speeds are increased by 45%. Each kill recharges stamina by 20 points.
EscapeTheSpencerMansion_subtitle,Escape The Spencer Mansion
EscapeTheSpencerMansion_desc,Scavenge the mansion for parts and put together a gyrocopter. Then escape to the helipad.
The_Spencer_Mansion_Incident,The Spencer Mansion Incident
Enter_The_Survival_Horror,Enter The Survival Horror
The_Story,The Story
Build_Gyrocopter,Build A Gyrocopter
Plant42Loot,Plant 42 Loot 
ZombieDogLoot,Cerberus Loot
ForestLoot,Forest Speyer Loot
PrototypeLoot,Prototype Loot
YawnLoot,Yawn Loot
BlackTigerLoot,Black Tiger Loot
TyrantLoot,Tyrant Loot
buffImmobalisedName,Immobalised
buffImmobalisedDesc,Read your training books first.
buffInkRibbonImmobalisedName,Save your game first
buffInkRibbonImmobalisedDesc,Pause the game and click 'Save Game'.
H2O,H2O - [ [action:local:Secondary] ]
UMB-No3,UMB-No3 - [ [action:local:Secondary] ]
Yellow-6,Yellow-6 - [ [action:local:Secondary] ]
SaveGamebuff,Save First
ReadTrainingbuff,Read Books
GameOverbuff,Exit & Load
buffWeskerEscapeName,Self-Destruct System
buffWeskerEscapeDesc,"The self-destruct system has been activated, Escape the mansion before it is too late!"
buffWeskerEscapeTooltip,[FF4F00]The self-destruct system has been activated![-]
SpencerMansionSpawnTextWesker,"You're Albert Wesker, a double agent, you worked for both S.T.A.R.S and Umbrella.\n\nYou were killed by the Tyrant, but due to infecting yourself earlier with the Prototype Virus, your body has bonded well with the T-virus. You have just regained consciousness.\n\nThe Laboratory's self-destruct system will soon wipe the Spencer Mansion off the map. Your mission is to gather B.O.W Tissue Samples and escape before detonation!\n\n\nPlease Note: Wesker is able to jump.\nYou are able to drop weapons in this scenario."
The_Spencer_Mansion_IncidentWesker,Wesker's Escape Scenario
Enter_The_Survival_HorrorWesker,Gather B.O.W Tissue Samples
questStartupWesker_desc,"You're Albert Wesker, a double agent, you worked for both S.T.A.R.S and Umbrella.\n\nYou were killed by the Tyrant, but due to infecting yourself earlier with the Prototype Virus, your body has bonded well with the T-virus. You have just regained consciousness.\n\nThe Laboratory's self-destruct system will soon wipe the Spencer Mansion off the map. Your mission is to gather B.O.W Tissue Samples and escape before detonation!\n\n\nPlease Note: Wesker is able to jump.\nYou are able to drop weapons in this scenario."
FinalEscapeWeskername,"Escape With The Samples!!"
FinalEscapeWeskerkey,"Escape With The Samples!!"
FinalEscapeWeskerdesc,"You've obtained all of the B.O.W samples. Time to Escape!"
CompletionWesker_desc,"Wesker escapes the mansion with more than enough B.O.W Tissue Samples. His evil plans are only just beginning!\n\nCongratulations!!\nYou have successfully completed Wesker's Escape Scenario.\n\nI hope you had a blast playing it as much as I did creating it!\n\nFrantic Dan"
armorWeskerOutfit,Wesker's Uniform
armorWeskerGloves,Wesker's Gloves
armorWeskerBoots,Wesker's Boots
SurvivalKnifeWesker,Wesker's Survival Knife
modGunMeleeBlessedMetalTyrantWesker,T-Virus neutraliser
modGunMeleeBlessedMetalTyrantWeskerDesc,"Greatly increases damage to Tyrant and can help kill the unkillable.\n\nKnife Only."
SamuraiEdgeWesker,Wesker's Samurai Edge
PumpShotgunWesker,Pump Shotgun
GrenadeLauncherWesker,Grenade Launcher
Weskerammo9mmBulletBallRE,9x19mm Parabellum Bullet
WeskerammoShotgunShellRE,12 Gauge Shotgun Shell
WeskerammoGrenadeExplosiveRE,Grenade Shell
ClassicModeWesker,Wesker's Training Manual
perkClassicModeWeskerDesc,"Wesker is now a super human, having bonded with both the Prototype Virus and T-Virus.\n\nWesker is also very well trained in knives, cardio, pain tolerance, passive healing and medical knowledge."
WeskerAmmoCraftingBundle,Box of Ammo
SurvivalKnifeWeskerdesc,"Wesker's custom made knife, great for close quarter combat.\n\nSprinting Attack: +15% dismember chance.\nStamina > 50%: +10% dismember chance.\n(Calculates after attack)"
AmmoHittoPickup,Box of Ammo\n(Hit to Pickup)
WeskerGrenadeExplosiveHittoPickup,Grenade Shells\n(Hit to Pickup)
WeskerLauncherHittoPickup,Grenade Launcher\n(Hit to Pickup)
BOWTissueSample(Plant),Plant 42's Tissue Sample
BOWTissueSample(Lisa),Lisa Trevor's Tissue Sample
BOWTissueSample(Wolf),Yawn The Wolf's Tissue Sample
BOWTissueSample(Spider),Black Tiger's Tissue Sample
BOWTissueSample(Crimson),Crimson Head Prototype's Tissue Sample
TissueSampleCollection,Tissue Sample Collection
elevatorMansionTissueSampleDoorDouble,Locked
LisaTrevorWesker,Lisa Trevor
TyrantWesker,Tyrant
SuperTyrantWesker,Super Tyrant
CrimsonHeadPrototypeWesker,Crimson Head Prototype
Plant42Wesker,Plant 42
animalYawntheWolfWesker,Yawn the Wolf
BlackTigerSpiderWesker,Black Tiger Spider
JillMission,Jill's Diary
WeskerScenario,Wesker's Mission
